Match,Team,Name,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,WD,NB,id
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Tim Southee,4,0,40,0,10.00,5,3,2,1,0,ipl_862
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Shivam Mavi,4,0,31,1,7.75,12,4,1,0,0,ipl_862
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Varun Chakravarthy,4,0,24,2,6.00,8,1,1,0,0,ipl_862
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Sunil Narine,4,0,34,1,8.50,5,0,2,2,0,ipl_862
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Venkatesh Iyer,2.3,0,30,1,12.00,2,0,3,0,1,ipl_862
Kolkata Knight Riders Vs Punjab Kings,Kolkata Knight Riders,Nitish Rana,1,0,7,0,7.00,1,0,0,0,0,ipl_862
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,4,0,32,0,8.00,9,2,2,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Josh Hazlewood,4,0,24,3,6.00,13,1,2,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Shardul Thakur,4,0,37,1,9.25,7,4,0,1,1,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Dwayne Bravo,4,0,17,2,4.25,10,0,0,3,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,3,0,14,1,4.66,5,0,0,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Chennai Super Kings,Moeen Ali,1,0,5,0,5.00,2,0,0,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Sandeep Sharma,3,0,18,0,6.00,7,1,0,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,34,0,8.50,12,1,3,2,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Jason Holder,4,0,27,3,6.75,9,3,0,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Rashid Khan,4,0,27,1,6.75,12,3,1,1,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Siddarth Kaul,2.4,0,24,0,9.00,8,2,2,0,0,ipl_861
Sunrisers Hyderabad Vs Chennai Super Kings,Sunrisers Hyderabad,Abhishek Sharma,2,0,9,0,4.50,6,1,0,0,0,ipl_861
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,George Garton,3,0,30,1,10.00,9,1,3,1,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Mohammed Siraj,3,0,18,0,6.00,7,2,0,1,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Glenn Maxwell,2,0,17,0,8.50,4,1,1,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Harshal Patel,4,0,34,3,8.50,10,4,1,1,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Dan Christian,2,0,21,1,10.50,3,2,1,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,18,2,4.50,11,0,1,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shahbaz Ahmed,2,0,10,2,5.00,2,0,0,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Chris Morris,4,0,50,0,12.50,5,6,2,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Kartik Tyagi,2,0,23,0,11.50,3,3,0,2,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Chetan Sakariya,3,0,18,0,6.00,8,2,0,1,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Mustafizur Rahman,3,0,20,2,6.66,8,2,0,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Rahul Tewatia,3,0,23,0,7.66,4,3,0,0,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Mahipal Lomror,2,0,13,0,6.50,3,1,0,1,0,ipl_860
Rajasthan Royals Vs Royal Challengers Bangalore,Rajasthan Royals,Riyan Parag,0.1,0,4,0,24.00,0,1,0,0,0,ipl_860
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Krunal Pandya,4,0,24,1,6.00,6,1,0,0,1,ipl_859
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Trent Boult,3,0,30,0,10.00,7,4,1,1,0,ipl_859
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,24,2,6.00,11,2,0,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Nathan Coulter-Nile,4,0,19,0,4.75,10,1,0,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Kieron Pollard,1,0,8,2,8.00,2,1,0,1,0,ipl_859
Punjab Kings Vs Mumbai Indians,Mumbai Indians,Rahul Chahar,4,0,27,1,6.75,6,2,0,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Aiden Markram,3,0,18,0,6.00,5,1,0,1,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Mohammed Shami,4,0,42,1,10.50,9,5,2,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Arshdeep Singh,4,0,29,0,7.25,9,2,1,1,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Ravi Bishnoi,4,0,25,2,6.25,11,2,1,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Nathan Ellis,3,0,12,1,4.00,10,1,0,0,0,ipl_859
Punjab Kings Vs Mumbai Indians,Punjab Kings,Harpreet Brar,1,0,11,0,11.00,1,0,1,0,0,ipl_859
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Sandeep Warrier,2,0,15,0,7.50,6,3,0,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Tim Southee,4,0,29,1,7.25,9,4,0,1,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Lockie Ferguson,2,0,10,2,5.00,6,1,0,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,4,0,24,0,6.00,8,2,0,1,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,18,2,4.50,10,1,0,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Kolkata Knight Riders,Venkatesh Iyer,4,0,29,2,7.25,8,3,0,2,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Anrich Nortje,2.2,0,15,1,6.42,9,3,0,1,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Axar Patel,3,0,13,0,4.33,10,0,1,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Ravichandran Ashwin,4,0,24,1,6.00,10,1,1,1,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Lalit Yadav,3,0,35,1,11.66,5,1,3,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Avesh Khan,3,0,13,3,4.33,9,1,0,0,0,ipl_858
Delhi Capitals Vs Kolkata Knight Riders,Delhi Capitals,Kagiso Rabada,3,1,28,1,9.33,10,2,2,0,1,ipl_858
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Sandeep Sharma,3,0,30,1,10.00,5,4,1,0,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,1,28,1,7.00,8,3,0,1,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Jason Holder,4,0,27,0,6.75,7,1,1,1,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Siddarth Kaul,4,0,36,2,9.00,10,3,2,0,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,4,0,31,1,7.75,7,2,1,1,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abhishek Sharma,1,0,8,0,8.00,1,1,0,0,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Jaydev Unadkat,2,0,20,0,10.00,4,2,1,1,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Chris Morris,3,0,27,0,9.00,6,4,0,0,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Mustafizur Rahman,3.3,0,26,1,7.42,11,5,0,1,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Mahipal Lomror,3,0,22,1,7.33,6,1,1,0,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Rahul Tewatia,3,0,32,0,10.66,3,3,1,2,0,ipl_857
Rajasthan Royals Vs Sunrisers Hyderabad,Rajasthan Royals,Chetan Sakariya,4,0,32,1,8.00,7,1,1,4,0,ipl_857
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Trent Boult,4,0,17,1,4.25,16,1,1,1,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,36,3,9.00,12,4,2,2,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Adam Milne,4,0,48,1,12.00,7,6,2,0,1,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Krunal Pandya,4,0,27,0,6.75,8,0,1,3,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Rahul Chahar,4,0,33,1,8.25,11,1,3,0,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Kyle Jamieson,2,0,22,0,11.00,3,3,0,0,1,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Mohammed Siraj,3,0,15,1,5.00,12,3,0,0,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Dan Christian,2,0,21,0,10.50,2,3,0,0,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Harshal Patel,3.1,0,17,4,5.36,10,1,0,3,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,4,1,11,3,2.75,16,1,0,0,0,ipl_856
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Glenn Maxwell,4,0,23,2,5.75,8,0,1,1,0,ipl_856
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,4,0,32,0,8.00,8,5,0,1,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Sam Curran,4,0,56,0,14.00,5,6,3,2,1,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Josh Hazlewood,4,0,40,2,10.00,8,5,1,2,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Shardul Thakur,4,1,20,2,5.00,10,1,0,0,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,4,0,21,1,5.25,5,0,0,0,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Prasidh Krishna,4,0,41,1,10.25,9,5,2,0,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Lockie Ferguson,4,0,33,1,8.25,10,3,1,1,1,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Varun Chakravarthy,4,0,22,1,5.50,9,2,0,0,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Sunil Narine,4,0,41,3,10.25,7,3,2,0,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Andre Russell,3,0,28,1,9.33,3,2,1,1,0,ipl_855
Kolkata Knight Riders Vs Chennai Super Kings,Kolkata Knight Riders,Venkatesh Iyer,1,0,5,0,5.00,2,0,0,0,0,ipl_855
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Sandeep Sharma,4,0,20,1,5.00,12,1,1,0,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,34,1,8.50,10,3,1,1,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Jason Holder,4,0,19,3,4.75,9,0,0,1,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Khaleel Ahmed,3,0,22,0,7.33,5,2,0,1,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,4,0,17,1,4.25,11,1,0,0,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Abdul Samad,1,0,9,1,9.00,1,1,0,0,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Mohammed Shami,4,1,14,2,3.50,17,0,1,0,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Arshdeep Singh,4,0,22,1,5.50,9,1,0,0,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Nathan Ellis,4,0,32,0,8.00,10,0,3,1,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Harpreet Brar,4,0,25,0,6.25,6,0,0,1,0,ipl_854
Punjab Kings Vs Sunrisers Hyderabad,Punjab Kings,Ravi Bishnoi,4,0,24,3,6.00,10,1,1,1,0,ipl_854
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Mustafizur Rahman,4,0,22,2,5.50,6,0,0,0,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Mahipal Lomror,1,0,5,0,5.00,4,1,0,0,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Chetan Sakariya,4,0,33,2,8.25,7,2,1,1,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Kartik Tyagi,4,0,40,1,10.00,9,6,0,5,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Tabraiz Shamsi,4,0,34,0,8.50,2,1,1,0,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Rajasthan Royals,Rahul Tewatia,3,0,17,1,5.66,6,0,1,0,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,Avesh Khan,4,0,29,1,7.25,6,0,1,1,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,Anrich Nortje,4,0,18,2,4.50,12,1,0,0,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,Ravichandran Ashwin,4,0,20,1,5.00,14,1,1,1,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,Kagiso Rabada,4,0,26,1,6.50,13,4,0,2,0,ipl_853
Delhi Capitals Vs Rajasthan Royals,Delhi Capitals,Axar Patel,4,0,27,1,6.75,5,2,0,1,0,ipl_853
Royal Challengers Bangalore Vs Chennai Super Kings,Chennai Super Kings,Deepak Chahar,4,0,35,1,8.75,7,6,0,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Chennai Super Kings,Josh Hazlewood,4,0,34,0,8.50,7,1,2,1,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Chennai Super Kings,Shardul Thakur,4,0,29,2,7.25,9,1,2,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Chennai Super Kings,Ravindra Jadeja,4,0,31,0,7.75,7,2,1,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Chennai Super Kings,Dwayne Bravo,4,0,24,3,6.00,10,1,1,1,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Mohammed Siraj,3,0,23,0,7.66,5,3,0,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Navdeep Saini,2,0,25,0,12.50,4,2,2,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Wanindu Hasaranga,4,0,40,0,10.00,7,2,3,0,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Harshal Patel,3.1,0,25,2,7.89,7,3,0,1,2,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,26,1,6.50,10,2,1,1,0,ipl_852
Royal Challengers Bangalore Vs Chennai Super Kings,Royal Challengers Bangalore,Glenn Maxwell,2,0,17,1,8.50,3,1,1,0,0,ipl_852
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Nitish Rana,1,0,5,0,5.00,4,1,0,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,4,0,22,0,5.50,9,2,0,1,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,20,1,5.00,10,2,0,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Lockie Ferguson,4,0,27,2,6.75,9,2,1,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Prasidh Krishna,4,0,43,2,10.75,10,1,3,4,2,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,3,0,37,0,12.33,4,3,2,1,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Trent Boult,2,0,23,0,11.50,4,1,2,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Adam Milne,3,0,29,0,9.66,6,3,1,1,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Jasprit Bumrah,4,0,43,3,10.75,8,5,1,1,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Krunal Pandya,3,0,25,0,8.33,7,1,2,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Rahul Chahar,3,0,34,0,11.33,6,3,2,0,0,ipl_851
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,Rohit Sharma,0.1,0,4,0,24.00,0,1,0,0,0,ipl_851
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Anrich Nortje,4,0,12,2,3.00,14,0,0,0,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Avesh Khan,4,0,27,0,6.75,13,2,1,2,1,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,21,2,5.25,9,2,0,0,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Kagiso Rabada,4,0,37,3,9.25,13,3,3,0,1,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Marcus Stoinis,1.1,0,8,0,6.85,1,0,0,0,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Delhi Capitals,Ravichandran Ashwin,2.5,0,22,0,7.76,4,2,0,1,1,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Khaleel Ahmed,4,0,33,1,8.25,9,3,1,2,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Bhuvneshwar Kumar,3,0,21,0,7.00,8,2,1,0,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Jason Holder,3.5,0,33,0,8.60,9,4,1,1,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Rashid Khan,4,0,26,1,6.50,9,0,2,1,0,ipl_850
Sunrisers Hyderabad Vs Delhi Capitals,Sunrisers Hyderabad,Sandeep Sharma,3,0,26,0,8.66,8,4,0,0,0,ipl_850
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Mohammed Shami,4,0,21,3,5.25,13,3,0,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Ishan Porel,4,0,39,1,9.75,10,6,1,2,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Deepak Hooda,2,0,37,0,18.50,2,5,2,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Arshdeep Singh,4,0,32,5,8.00,11,2,1,3,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Adil Rashid,3,0,35,0,11.66,6,1,4,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Punjab Kings,Harpreet Brar,3,0,17,1,5.66,4,1,0,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Mustafizur Rahman,4,0,30,0,7.50,7,2,1,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Chetan Sakariya,3,0,31,1,10.33,5,2,2,1,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Kartik Tyagi,4,0,29,2,7.25,12,5,0,0,1,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Chris Morris,4,0,47,0,11.75,5,2,3,5,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Rahul Tewatia,3,0,23,1,7.66,3,2,0,1,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Mahipal Lomror,1,0,7,0,7.00,0,0,0,0,0,ipl_849
Rajasthan Royals Vs Punjab Kings,Rajasthan Royals,Riyan Parag,1,0,16,0,16.00,0,1,1,0,0,ipl_849
Royal Challengers Bangalore Vs Kolkata Knight Riders,Kolkata Knight Riders,Varun Chakravarthy,4,0,13,3,3.25,15,0,0,0,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Kolkata Knight Riders,Prasidh Krishna,4,0,24,1,6.00,14,3,0,1,2,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Kolkata Knight Riders,Lockie Ferguson,4,0,24,2,6.00,11,3,0,0,1,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,4,0,20,0,5.00,12,2,0,0,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,3,0,9,3,3.00,10,0,0,0,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Royal Challengers Bangalore,Mohammed Siraj,2,0,12,0,6.00,8,2,0,1,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Royal Challengers Bangalore,Kyle Jamieson,2,0,26,0,13.00,4,3,1,2,1,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Royal Challengers Bangalore,Wanindu Hasaranga,2,0,20,0,10.00,4,2,1,0,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Royal Challengers Bangalore,Yuzvendra Chahal,2,0,23,1,11.50,5,5,0,0,0,ipl_848
Royal Challengers Bangalore Vs Kolkata Knight Riders,Royal Challengers Bangalore,Harshal Patel,2,0,13,0,6.50,3,1,0,1,0,ipl_848
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Trent Boult,4,1,35,2,8.75,13,3,3,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Adam Milne,4,0,21,2,5.25,14,2,1,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,33,2,8.25,11,1,2,2,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Kieron Pollard,2,0,15,0,7.50,4,2,0,1,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Rahul Chahar,4,0,22,0,5.50,10,1,0,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,Krunal Pandya,2,0,27,0,13.50,2,2,1,2,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Deepak Chahar,4,0,19,2,4.75,13,2,0,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Josh Hazlewood,4,0,34,1,8.50,8,4,1,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Shardul Thakur,4,0,29,1,7.25,9,2,1,2,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Moeen Ali,3,0,16,0,5.33,4,0,0,0,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Dwayne Bravo,4,0,25,3,6.25,11,3,0,2,0,ipl_847
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,Ravindra Jadeja,1,0,13,0,13.00,1,1,1,0,0,ipl_847
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Ishant Sharma,4,1,37,0,9.25,9,2,3,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Marcus Stoinis,1,0,6,0,6.00,0,0,0,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Kagiso Rabada,4,0,36,3,9.00,6,0,3,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Avesh Khan,4,0,39,1,9.75,8,5,1,2,0,ipl_846
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Lalit Yadav,3,0,25,0,8.33,2,2,0,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Delhi Capitals,Axar Patel,4,0,21,1,5.25,11,2,0,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Riley Meredith,3.4,0,35,1,9.54,7,2,2,3,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Mohammed Shami,3,0,37,0,12.33,6,5,2,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Ravi Bishnoi,4,0,42,0,10.50,7,3,3,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Chris Jordan,2,0,21,1,10.50,4,2,1,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Harpreet Brar,3,0,19,1,6.33,4,0,0,0,0,ipl_846
Punjab Kings Vs Delhi Capitals,Punjab Kings,Deepak Hooda,2,0,11,0,5.50,3,0,0,0,0,ipl_846
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,37,0,9.25,7,4,1,1,0,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Sandeep Sharma,4,0,50,1,12.50,7,2,4,2,1,ipl_845
Rajasthan Royals Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Rashid Khan,4,0,24,1,6.00,10,3,0,0,0,ipl_845
