Match,Team,Name,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,WD,NB,id
Mumbai Indians Vs Gujarat Lions,Gujarat Lions,Shadab Jakati,3,0,30,0,10.00,3,3,1,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Gujarat Lions,Dwayne Bravo,4,0,22,2,5.50,11,2,0,2,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Gujarat Lions,Ravindra Jadeja,1,0,15,0,15.00,0,1,1,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Vinay Kumar,3,1,17,2,5.66,10,3,0,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Jasprit Bumrah,4,0,42,1,10.50,9,6,1,3,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Mitchell McClenaghan,3.5,0,38,0,9.91,8,6,1,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Krunal Pandya,2,0,28,0,14.00,2,4,1,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Harbhajan Singh,4,0,36,1,9.00,7,3,2,0,0,ipl_572
Mumbai Indians Vs Gujarat Lions,Mumbai Indians,Hardik Pandya,1,0,10,0,10.00,3,2,0,1,0,ipl_572
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Irfan Pathan,4,0,37,0,9.25,6,2,2,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Ashok Dinda,3,0,16,1,5.33,9,2,0,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Deepak Chahar,3,0,28,0,9.33,8,3,1,3,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Thisara Perera,2,0,24,1,12.00,3,1,2,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Ravichandran Ashwin,4,0,34,4,8.50,8,4,1,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Rising Pune Supergiants,Adam Zampa,4,0,32,1,8.00,5,1,2,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Sandeep Sharma,4,0,29,1,7.25,11,3,1,2,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Mohit Sharma,4,0,39,1,9.75,8,5,1,1,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Kyle Abbott,3,0,25,0,8.33,9,3,1,0,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Axar Patel,4,0,43,1,10.75,10,1,4,2,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Gurkeerat Singh Mann,2,0,15,2,7.50,4,0,1,1,0,ipl_571
Kings XI Punjab Vs Rising Pune Supergiants,Kings XI Punjab,Rishi Dhawan,3,0,21,1,7.00,5,2,0,1,0,ipl_571
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Zaheer Khan,4,0,26,0,6.50,10,2,1,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Jayant Yadav,4,0,37,0,9.25,8,6,0,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Nathan Coulter-Nile,4,0,36,1,9.00,9,4,1,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Carlos Brathwaite,4,0,27,2,6.75,9,1,1,1,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Amit Mishra,3,0,21,0,7.00,3,1,0,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Jean-Paul Duminy,1,0,9,1,9.00,1,1,0,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,33,0,8.25,15,5,0,3,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Barinder Sran,4,0,34,2,8.50,10,3,2,1,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Mustafizur Rahman,4,0,24,1,6.00,11,2,0,2,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Moises Henriques,2,0,18,0,9.00,3,1,1,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Deepak Hooda,2,0,16,0,8.00,0,1,0,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Karn Sharma,3,0,25,0,8.33,2,2,0,0,0,ipl_570
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Yuvraj Singh,1,0,7,0,7.00,1,0,0,0,0,ipl_570
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Praveen Kumar,2,0,12,0,6.00,5,1,0,2,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Dhawal Kulkarni,4,0,34,1,8.50,12,5,1,1,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Dwayne Smith,4,0,8,4,2.00,18,0,0,1,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Dwayne Bravo,4,0,29,1,7.25,10,3,1,1,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Shadab Jakati,4,0,22,1,5.50,7,0,1,0,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Gujarat Lions,Ravindra Jadeja,2,0,17,0,8.50,3,1,1,0,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Kolkata Knight Riders,Ankit Rajpoot,3,0,35,1,11.66,7,3,1,4,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Kolkata Knight Riders,Sunil Narine,4,0,30,1,7.50,10,1,1,2,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Kolkata Knight Riders,Morne Morkel,3.3,0,39,1,11.14,6,4,2,1,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Kolkata Knight Riders,Jason Holder,2,0,14,0,7.00,5,2,0,1,0,ipl_569
Kolkata Knight Riders Vs Gujarat Lions,Kolkata Knight Riders,Yusuf Pathan,1,0,6,0,6.00,3,1,0,0,0,ipl_569
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Sandeep Sharma,3,0,29,1,9.66,8,4,1,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Mohit Sharma,3,0,33,0,11.00,4,6,0,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Kyle Abbott,3,0,48,1,16.00,5,5,3,2,1,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,KC Cariappa,3,0,55,0,18.33,6,2,7,0,1,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Axar Patel,3,0,46,1,15.33,6,2,5,3,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Stuart Binny,1,0,11,0,11.00,1,2,0,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Sreenath Aravind,2,0,18,2,9.00,6,0,2,2,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Chris Jordan,1,0,12,0,12.00,1,2,0,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Yuzvendra Chahal,3,0,25,4,8.33,8,5,0,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Shane Watson,2,0,7,2,3.50,7,0,0,2,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Varun Aaron,1,0,17,0,17.00,1,2,1,1,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Chris Gayle,3,0,25,0,8.33,1,1,1,0,0,ipl_568
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Sachin Baby,1,0,4,0,4.00,2,0,0,0,0,ipl_568
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Ashok Dinda,4,1,20,3,5.00,14,3,0,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Deepak Chahar,2,0,13,0,6.50,6,2,0,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Thisara Perera,3,0,27,0,9.00,7,2,2,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Irfan Pathan,3,0,17,0,5.66,9,2,0,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Adam Zampa,4,0,21,3,5.25,7,0,0,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Rising Pune Supergiants,Ravichandran Ashwin,4,0,23,0,5.75,9,2,0,2,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Delhi Daredevils,Zaheer Khan,3,0,19,0,6.33,10,3,0,2,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Delhi Daredevils,Nathan Coulter-Nile,3,0,21,0,7.00,8,3,0,1,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Delhi Daredevils,Chris Morris,2,0,12,1,6.00,8,2,0,1,1,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Delhi Daredevils,Amit Mishra,2,0,10,0,5.00,5,1,0,0,0,ipl_567
Delhi Daredevils Vs Rising Pune Supergiants,Delhi Daredevils,Mohammed Shami,1,0,12,0,12.00,2,1,1,0,0,ipl_567
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Stuart Binny,1,0,8,0,8.00,2,1,0,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Sreenath Aravind,4,0,41,2,10.25,6,6,1,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Iqbal Abdulla,4,0,22,1,5.50,10,2,0,1,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Shane Watson,4,0,46,0,11.50,5,3,3,1,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,38,1,9.50,8,4,1,2,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Royal Challengers Bangalore,Chris Jordan,3,0,22,0,7.33,4,0,1,1,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Andre Russell,2.3,0,32,0,12.80,5,2,3,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Morne Morkel,2,0,20,0,10.00,6,3,1,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Sunil Narine,4,0,34,1,8.50,11,3,2,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Piyush Chawla,3.1,0,32,0,10.10,4,1,2,0,0,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Ankit Rajpoot,3,0,28,0,9.33,6,4,0,0,1,ipl_566
Kolkata Knight Riders Vs Royal Challengers Bangalore,Kolkata Knight Riders,Shakib Al Hasan,4,0,39,0,9.75,4,2,2,1,0,ipl_566
Mumbai Indians Vs Delhi Daredevils,Delhi Daredevils,Shahbaz Nadeem,4,0,42,0,10.50,8,2,3,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Delhi Daredevils,Chris Morris,4,0,34,2,8.50,12,2,3,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Delhi Daredevils,Zaheer Khan,4,0,23,1,5.75,11,1,1,1,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Delhi Daredevils,Amit Mishra,4,0,42,1,10.50,9,4,3,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Delhi Daredevils,Imran Tahir,4,0,59,0,14.75,2,4,4,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Harbhajan Singh,4,0,34,1,8.50,6,2,2,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Vinay Kumar,4,0,33,1,8.25,10,3,2,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Mitchell McClenaghan,4,0,26,0,6.50,15,4,1,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Jasprit Bumrah,4,0,13,3,3.25,13,0,0,0,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Krunal Pandya,2.1,0,15,2,6.92,6,2,0,1,0,ipl_565
Mumbai Indians Vs Delhi Daredevils,Mumbai Indians,Nitish Rana,1,0,3,0,3.00,3,0,0,0,0,ipl_565
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,32,2,8.00,10,4,1,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Ashish Nehra,2.5,0,35,0,12.35,3,5,1,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Mustafizur Rahman,4,0,32,1,8.00,9,5,0,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Ben Cutting,1.1,0,11,0,9.42,2,2,0,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Karn Sharma,4,0,26,0,6.50,7,2,0,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Moises Henriques,3,0,29,1,9.66,4,3,1,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Sunrisers Hyderabad,Yuvraj Singh,1,0,11,0,11.00,1,2,0,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Sandeep Sharma,4,0,35,1,8.75,7,2,2,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Murali Vijay,1,0,8,0,8.00,2,1,0,1,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Mohit Sharma,3.4,0,40,0,10.90,4,2,3,1,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Anureet Singh,3,0,28,0,9.33,7,4,0,0,2,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Marcus Stoinis,3,0,28,0,9.33,5,3,1,1,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Glenn Maxwell,1,0,11,0,11.00,2,2,0,0,0,ipl_564
Kings XI Punjab Vs Sunrisers Hyderabad,Kings XI Punjab,Axar Patel,4,0,26,1,6.50,10,1,1,0,0,ipl_564
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Andre Russell,2,0,11,1,5.50,7,1,0,0,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Morne Morkel,3,0,22,0,7.33,9,4,0,0,1,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Shakib Al Hasan,3,0,21,1,7.00,5,1,1,0,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Ankit Rajpoot,2,0,14,1,7.00,3,1,0,1,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Piyush Chawla,4,0,21,2,5.25,13,0,1,0,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Kolkata Knight Riders,Sunil Narine,3.4,0,10,0,2.72,14,0,0,0,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Rising Pune Supergiants,Ravichandran Ashwin,2,0,30,2,15.00,4,3,2,1,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Rising Pune Supergiants,Ashok Dinda,1,0,13,0,13.00,1,2,0,0,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Rising Pune Supergiants,Murugan Ashwin,1,0,13,0,13.00,3,1,1,2,0,ipl_563
Rising Pune Supergiants Vs Kolkata Knight Riders,Rising Pune Supergiants,Adam Zampa,1,0,8,0,8.00,3,0,0,1,0,ipl_563
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Praveen Kumar,4,1,45,2,11.25,11,2,5,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Dhawal Kulkarni,3,0,33,1,11.00,7,3,2,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Shivil Kaushik,3,0,50,0,16.66,4,3,5,1,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Pravin Tambe,2,0,25,0,12.50,3,2,2,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Dwayne Bravo,3,0,46,0,15.33,1,3,3,0,1,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Ravindra Jadeja,4,0,34,0,8.50,10,1,3,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Gujarat Lions,Dwayne Smith,1,0,13,0,13.00,0,2,0,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Stuart Binny,2,0,13,0,6.50,5,2,0,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Sreenath Aravind,3,0,15,1,5.00,9,2,0,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,19,3,4.75,13,1,1,0,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Shane Watson,1,0,3,0,3.00,4,0,0,1,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Chris Jordan,3,0,11,4,3.66,10,0,0,2,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Varun Aaron,2,0,19,0,9.50,5,3,0,2,0,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Virat Kohli,1,0,13,0,13.00,1,0,1,0,2,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Chris Gayle,2,0,3,0,1.50,10,0,0,0,1,ipl_562
Royal Challengers Bangalore Vs Gujarat Lions,Royal Challengers Bangalore,Sachin Baby,0.4,0,4,2,6.00,3,1,0,0,0,ipl_562
Mumbai Indians Vs Kings XI Punjab,Kings XI Punjab,Sandeep Sharma,4,0,11,2,2.75,16,1,0,0,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Kings XI Punjab,Mohit Sharma,4,0,26,2,6.50,15,2,2,1,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Kings XI Punjab,Axar Patel,4,0,30,1,7.50,9,1,2,0,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Kings XI Punjab,Marcus Stoinis,4,0,15,4,3.75,13,1,0,0,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Kings XI Punjab,KC Cariappa,4,0,36,0,9.00,11,0,4,1,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Mumbai Indians,Tim Southee,4,0,22,1,5.50,13,3,0,1,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Mumbai Indians,Mitchell McClenaghan,3,0,24,2,8.00,9,4,0,2,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Mumbai Indians,Krunal Pandya,4,0,32,0,8.00,8,3,1,0,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Mumbai Indians,Jasprit Bumrah,2,0,13,0,6.50,3,1,0,1,0,ipl_561
Mumbai Indians Vs Kings XI Punjab,Mumbai Indians,Harbhajan Singh,4,0,29,0,7.25,8,1,1,0,0,ipl_561
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Jayant Yadav,4,0,32,1,8.00,8,3,1,1,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Nathan Coulter-Nile,4,0,25,2,6.25,10,2,0,0,2,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Mohammed Shami,3,0,26,1,8.66,4,4,0,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Chris Morris,4,0,19,1,4.75,10,1,0,1,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Jean-Paul Duminy,2,0,19,0,9.50,5,3,0,1,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,Amit Mishra,3,0,19,2,6.33,7,1,1,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,32,0,8.00,9,2,1,2,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Ashish Nehra,3,0,23,1,7.66,9,3,1,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Barinder Sran,2,0,21,0,10.50,5,3,1,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Mustafizur Rahman,4,0,39,0,9.75,6,3,2,1,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Moises Henriques,3,0,19,2,6.33,9,1,1,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Deepak Hooda,1,0,5,0,5.00,1,0,0,0,0,ipl_560
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,Yuvraj Singh,1.1,0,11,0,9.42,2,0,1,0,0,ipl_560
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Tim Southee,4,0,27,1,6.75,12,3,1,1,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Mitchell McClenaghan,4,0,35,1,8.75,10,3,2,1,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Jasprit Bumrah,4,0,28,0,7.00,11,1,2,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Krunal Pandya,4,0,15,1,3.75,11,0,0,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Harbhajan Singh,3,0,19,0,6.33,5,0,1,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,Kieron Pollard,1,0,22,0,22.00,2,1,3,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Stuart Binny,1,0,2,0,2.00,4,0,0,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Sreenath Aravind,4,0,23,1,5.75,10,1,1,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Chris Jordan,3,0,37,0,12.33,5,3,2,2,1,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Shane Watson,3,0,38,0,12.66,6,4,2,3,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,16,1,4.00,9,0,0,0,0,ipl_559
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,Varun Aaron,3.4,0,37,2,10.09,9,1,3,3,1,ipl_559
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,Ashok Dinda,4,0,26,0,6.50,12,2,1,1,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,RP Singh,3,0,23,1,7.66,10,1,2,1,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,Ravichandran Ashwin,4,0,16,1,4.00,14,1,0,1,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,Adam Zampa,4,0,19,6,4.75,11,0,1,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,Rajat Bhatia,3,0,26,0,8.66,6,1,2,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Rising Pune Supergiants,Thisara Perera,2,0,26,0,13.00,1,3,1,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Bhuvneshwar Kumar,4,1,20,1,5.00,13,1,1,1,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Ashish Nehra,4,0,29,3,7.25,12,4,1,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Barinder Sran,4,0,26,1,6.50,10,2,1,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Moises Henriques,3,0,20,1,6.66,4,2,0,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Yuvraj Singh,1,0,10,0,10.00,1,0,1,0,0,ipl_558
Sunrisers Hyderabad Vs Rising Pune Supergiants,Sunrisers Hyderabad,Mustafizur Rahman,4,0,26,0,6.50,6,1,0,0,0,ipl_558
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Sandeep Sharma,4,0,49,2,12.25,6,5,2,1,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Anureet Singh,3,0,15,0,5.00,6,0,0,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Mohit Sharma,3,0,33,0,11.00,4,4,0,3,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Marcus Stoinis,3,0,35,0,11.66,2,4,1,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,Axar Patel,4,0,27,1,6.75,8,2,0,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Kings XI Punjab,KC Cariappa,3,0,16,2,5.33,5,0,0,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Stuart Binny,2,0,16,0,8.00,1,1,0,1,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Yuzvendra Chahal,4,0,30,1,7.50,8,4,0,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Chris Jordan,4,0,52,0,13.00,2,7,1,1,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Shane Watson,4,0,22,2,5.50,10,2,0,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Varun Aaron,3,0,25,0,8.33,6,2,1,0,0,ipl_557
Royal Challengers Bangalore Vs Kings XI Punjab,Royal Challengers Bangalore,Iqbal Abdulla,3,0,26,0,8.66,4,3,0,0,0,ipl_557
