Match,Team,Position,Name,Status,Runs,Balls,M,4s,6s,SR,id
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,2,Michael Hussey,out,16,11,27,1,1,145.45,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,3,Faf du Plessis,out,45,34,66,5,1,132.35,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,4,Suresh Raina,out,25,20,24,0,2,125.00,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,5,MS Dhoni (c)†,out,0,1,1,0,0,0.00,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,6,Dwayne Bravo,out,20,15,21,2,1,133.33,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,7,Ravindra Jadeja,out,19,10,22,1,1,190.00,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,8,Pawan Negi,out,3,3,4,0,0,100.00,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,9,Ravichandran Ashwin,out,23,12,19,2,1,191.66,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,10,Mohit Sharma,not_out,3,3,10,0,0,100.00,ipl_515
Mumbai Indians Vs Chennai Super Kings,Chennai Super Kings,11,Ashish Nehra,out,0,1,1,0,0,0.00,ipl_515
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,1,David Warner (c),out,6,5,7,1,0,120.00,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,2,Shikhar Dhawan,out,1,2,5,0,0,50.00,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,3,Moises Henriques,out,11,19,43,1,0,57.89,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,4,Eoin Morgan,out,9,14,21,1,0,64.28,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,5,KL Rahul,out,25,24,30,2,0,104.16,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,6,Naman Ojha †,out,0,1,1,0,0,0.00,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,7,Karn Sharma,out,15,21,37,0,0,71.42,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,8,Ashish Reddy,out,17,15,15,0,1,113.33,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,9,Bhuvneshwar Kumar,out,0,2,6,0,0,0.00,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,10,Praveen Kumar,out,4,6,19,0,0,66.66,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Sunrisers Hyderabad,11,Dale Steyn,not_out,19,11,13,3,0,172.72,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,1,Lendl Simmons,out,48,44,64,4,2,109.09,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,2,Parthiv Patel †,not_out,51,37,66,9,0,137.83,ipl_514
Sunrisers Hyderabad Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma (c),not_out,7,2,1,0,1,350.00,ipl_514
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,1,Quinton de Kock †,out,69,39,55,9,3,176.92,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,2,Shreyas Iyer,out,20,18,33,1,1,111.11,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,3,Jean-Paul Duminy (c),not_out,67,43,65,4,3,155.81,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,4,Yuvraj Singh,out,11,7,9,0,1,157.14,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,5,Kedar Jadhav,out,0,1,3,0,0,0.00,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,6,Angelo Mathews,out,1,3,7,0,0,33.33,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Delhi Daredevils,7,Saurabh Tiwary,not_out,13,9,21,0,1,144.44,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli (c),not_out,1,2,5,0,0,50.00,ipl_513
Delhi Daredevils Vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Chris Gayle,not_out,1,5,5,0,0,20.00,ipl_513
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,1,Ajinkya Rahane,out,37,22,33,3,2,168.18,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,2,Shane Watson,not_out,104,59,105,9,5,176.27,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,3,Steven Smith (c),out,14,11,17,2,0,127.27,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,4,Sanju Samson †,out,8,9,9,1,0,88.88,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,5,James Faulkner,out,6,6,9,1,0,100.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,6,Karun Nair,out,16,10,20,3,0,160.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Rajasthan Royals,7,Chris Morris,out,4,5,12,0,0,80.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Robin Uthappa †,out,14,8,15,3,0,175.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Gautam Gambhir (c),out,1,3,5,0,0,33.33,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Manish Pandey,out,21,21,40,3,0,100.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Yusuf Pathan,out,44,35,71,5,1,125.71,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,5,Andre Russell,out,37,20,28,4,2,185.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,6,Suryakumar Yadav,out,0,1,1,0,0,0.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,7,Shakib Al Hasan,out,13,11,35,2,0,118.18,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,8,Azhar Mahmood,out,6,7,11,1,0,85.71,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,9,Piyush Chawla,out,0,1,4,0,0,0.00,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,10,Umesh Yadav,not_out,24,11,12,4,1,218.18,ipl_512
Rajasthan Royals Vs Kolkata Knight Riders,Kolkata Knight Riders,11,Morne Morkel,not_out,4,3,3,0,0,133.33,ipl_512
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,1,Wriddhiman Saha †,out,15,12,9,1,1,125.00,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,2,Manan Vohra,out,4,7,23,0,0,57.14,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,3,George Bailey (c),out,12,7,9,2,0,171.42,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,4,Glenn Maxwell,out,6,14,24,1,0,42.85,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,5,Gurkeerat Singh Mann,out,15,14,13,3,0,107.14,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,6,David Miller,out,11,15,19,1,0,73.33,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,7,Axar Patel,out,32,29,36,2,1,110.34,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,8,Rishi Dhawan,not_out,25,20,29,1,2,125.00,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Kings XI Punjab,9,Beuran Hendricks,not_out,1,2,5,0,0,50.00,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Chennai Super Kings,1,Michael Hussey,out,1,4,4,0,0,25.00,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Chennai Super Kings,2,Brendon McCullum,out,6,6,9,1,0,100.00,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Chennai Super Kings,3,Faf du Plessis,out,55,41,56,5,1,134.14,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Chennai Super Kings,4,Suresh Raina,not_out,41,34,70,4,0,120.58,ipl_511
Kings XI Punjab Vs Chennai Super Kings,Chennai Super Kings,5,MS Dhoni (c)†,not_out,25,16,18,2,2,156.25,ipl_511
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Sunrisers Hyderabad,1,David Warner (c),not_out,52,32,-,5,1,162.50,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Sunrisers Hyderabad,2,Shikhar Dhawan,out,8,7,-,1,0,114.28,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Sunrisers Hyderabad,3,Moises Henriques,out,57,22,-,5,4,259.09,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Sunrisers Hyderabad,4,Eoin Morgan,out,11,7,-,0,1,157.14,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Chris Gayle,out,35,10,-,4,3,350.00,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Virat Kohli (c),not_out,44,19,-,3,3,231.57,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,AB de Villiers,out,0,1,-,0,0,0.00,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Mandeep Singh,out,1,3,-,0,0,33.33,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Dinesh Karthik †,out,2,2,-,0,0,100.00,ipl_510
Sunrisers Hyderabad Vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Sarfaraz Khan,not_out,0,0,-,0,0,-,ipl_510
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,1,Lendl Simmons,out,14,16,25,1,1,87.50,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,2,Parthiv Patel †,out,21,14,17,3,0,150.00,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,3,Rohit Sharma (c),out,30,21,40,5,0,142.85,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,4,Ambati Rayudu,out,2,3,5,0,0,66.66,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,5,Kieron Pollard,not_out,33,38,70,1,1,86.84,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Mumbai Indians,6,Hardik Pandya,not_out,61,31,45,8,2,196.77,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Robin Uthappa †,out,25,20,26,3,1,125.00,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Gautam Gambhir (c),out,38,29,52,5,0,131.03,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Manish Pandey,out,1,1,2,0,0,100.00,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Yusuf Pathan,out,52,37,73,5,2,140.54,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,5,Shakib Al Hasan,out,23,15,18,3,0,153.33,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,6,Andre Russell,out,2,4,6,0,0,50.00,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,7,Suryakumar Yadav,out,11,5,11,2,0,220.00,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,8,Piyush Chawla,not_out,1,7,17,0,0,14.28,ipl_509
Mumbai Indians Vs Kolkata Knight Riders,Kolkata Knight Riders,9,Umesh Yadav,not_out,5,2,4,1,0,250.00,ipl_509
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,1,Wriddhiman Saha †,out,31,12,-,5,1,258.33,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,2,Manan Vohra,out,11,6,-,0,1,183.33,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,3,Glenn Maxwell,out,10,10,-,1,0,100.00,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,4,David Miller,out,14,4,-,0,2,350.00,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,5,George Bailey (c),out,13,9,-,1,0,144.44,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,6,Axar Patel,not_out,20,15,-,1,1,133.33,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,7,Gurkeerat Singh Mann,out,2,3,-,0,0,66.66,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Kings XI Punjab,8,Rishi Dhawan,not_out,1,1,-,0,0,100.00,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Chris Gayle,out,17,14,-,1,1,121.42,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Virat Kohli (c),out,19,9,-,2,1,211.11,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,AB de Villiers,out,10,9,-,1,0,111.11,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Mandeep Singh,out,20,14,-,2,0,142.85,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Dinesh Karthik †,out,2,4,-,0,0,50.00,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Sarfaraz Khan,out,4,6,-,0,0,66.66,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,David Wiese,not_out,4,5,-,0,0,80.00,ipl_508
Kings XI Punjab Vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Harshal Patel,not_out,0,0,-,0,0,-,ipl_508
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,1,Dwayne Smith,out,18,24,32,2,1,75.00,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,2,Brendon McCullum,out,11,21,21,1,0,52.38,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,3,Suresh Raina,out,11,8,19,1,0,137.50,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,4,Faf du Plessis,out,29,23,33,3,0,126.08,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,5,MS Dhoni (c)†,out,27,24,41,3,1,112.50,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,6,Dwayne Bravo,out,8,8,10,0,1,100.00,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,7,Pawan Negi,not_out,5,8,16,0,0,62.50,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Chennai Super Kings,8,Ravindra Jadeja,not_out,3,4,10,0,0,75.00,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,1,Quinton de Kock †,out,3,7,10,0,0,42.85,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,2,Shreyas Iyer,not_out,70,49,68,10,1,142.85,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,3,Jean-Paul Duminy (c),out,6,7,8,1,0,85.71,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,4,Yuvraj Singh,out,32,28,33,4,1,114.28,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,5,Albie Morkel,out,8,8,8,0,1,100.00,ipl_507
Chennai Super Kings Vs Delhi Daredevils,Delhi Daredevils,6,Kedar Jadhav,not_out,1,1,5,0,0,100.00,ipl_507
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,1,David Warner (c),out,81,52,80,6,5,155.76,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,2,Shikhar Dhawan,out,24,18,29,4,0,133.33,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,3,Moises Henriques,out,28,24,31,4,0,116.66,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,4,Eoin Morgan,out,17,7,5,1,2,242.85,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,5,Naman Ojha †,out,2,3,15,0,0,66.66,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,6,KL Rahul,not_out,17,10,15,1,1,170.00,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Sunrisers Hyderabad,7,Karn Sharma,not_out,11,7,12,0,1,157.14,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,1,Murali Vijay,out,24,18,20,4,1,133.33,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,2,Manan Vohra,out,20,15,28,2,1,133.33,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,3,Wriddhiman Saha †,out,5,10,20,0,0,50.00,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,4,Glenn Maxwell,out,11,6,5,1,1,183.33,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,5,David Miller,not_out,89,44,64,2,9,202.27,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,6,George Bailey (c),out,6,11,17,0,0,54.54,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,7,Gurkeerat Singh Mann,out,3,5,6,0,0,60.00,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,8,Axar Patel,out,15,11,26,2,0,136.36,ipl_506
Sunrisers Hyderabad Vs Kings XI Punjab,Kings XI Punjab,9,Beuran Hendricks,not_out,0,0,5,0,0,-,ipl_506
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,1,Dwayne Smith,out,6,10,10,1,0,60.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,2,Brendon McCullum,out,81,61,83,7,4,132.78,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,3,Suresh Raina,out,3,6,5,0,0,50.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,4,Faf du Plessis,out,29,25,59,3,0,116.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,5,Pawan Negi,out,2,3,8,0,0,66.66,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,6,MS Dhoni (c)†,not_out,13,7,14,1,1,185.71,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Chennai Super Kings,7,Dwayne Bravo,not_out,15,8,12,2,0,187.50,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,1,Ajinkya Rahane,out,23,17,29,4,0,135.29,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,2,Shane Watson,out,28,30,53,2,0,93.33,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,3,Steven Smith (c),out,4,6,11,0,0,66.66,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,4,Karun Nair,out,10,12,18,1,0,83.33,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,5,Deepak Hooda,out,15,14,20,1,0,107.14,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,6,Sanju Samson †,out,26,17,29,1,2,152.94,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,7,James Faulkner,out,16,13,25,2,0,123.07,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,8,Chris Morris,not_out,16,10,18,0,1,160.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,9,Rajat Bhatia,out,0,1,1,0,0,0.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,10,Ankit Sharma,out,0,1,6,0,0,0.00,ipl_505
Chennai Super Kings Vs Rajasthan Royals,Rajasthan Royals,11,Pravin Tambe,not_out,1,1,1,0,0,100.00,ipl_505
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,1,Chris Gayle,out,13,12,16,1,1,108.33,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,2,Virat Kohli (c),not_out,82,50,99,6,4,164.00,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Royal Challengers Bangalore,3,AB de Villiers,not_out,133,59,82,19,4,225.42,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,1,Parthiv Patel †,out,19,11,19,3,0,172.72,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,2,Lendl Simmons,not_out,68,53,97,5,3,128.30,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,3,Rohit Sharma (c),out,15,13,20,1,1,115.38,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,4,Kieron Pollard,out,49,24,27,6,2,204.16,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,5,Hardik Pandya,out,8,4,6,0,1,200.00,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,6,Ambati Rayudu,out,14,4,9,0,2,350.00,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,7,Harbhajan Singh,out,3,3,4,0,0,100.00,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,8,Jagadeesha Suchith,out,4,4,4,0,0,100.00,ipl_504
Royal Challengers Bangalore Vs Mumbai Indians,Mumbai Indians,9,Mitchell McClenaghan,not_out,12,4,1,0,2,300.00,ipl_504
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,1,Shikhar Dhawan,out,13,10,16,2,0,130.00,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,2,David Warner (c),out,17,15,20,1,1,113.33,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,3,Moises Henriques,not_out,74,46,74,1,5,160.86,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,4,Eoin Morgan,out,22,25,27,2,0,88.00,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,5,Karn Sharma,out,16,13,22,2,0,123.07,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Sunrisers Hyderabad,6,Ravi Bopara,not_out,17,11,19,1,0,154.54,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,1,Quinton de Kock †,out,50,31,35,9,1,161.29,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,2,Shreyas Iyer,out,0,7,9,0,0,0.00,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,3,Jean-Paul Duminy (c),out,12,16,35,0,0,75.00,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,4,Yuvraj Singh,out,2,7,5,0,0,28.57,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,5,Kedar Jadhav,not_out,63,34,50,8,2,185.29,ipl_503
Sunrisers Hyderabad Vs Delhi Daredevils,Delhi Daredevils,6,Saurabh Tiwary,not_out,26,25,46,2,1,104.00,ipl_503
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,1,Murali Vijay,out,28,21,23,4,1,133.33,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,2,Manan Vohra,out,39,34,48,1,3,114.70,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,3,Wriddhiman Saha †,out,33,25,57,0,2,132.00,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,4,Glenn Maxwell,out,43,22,30,4,3,195.45,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,5,David Miller,not_out,27,11,18,2,2,245.45,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,6,Gurkeerat Singh Mann,out,4,7,13,0,0,57.14,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kings XI Punjab,7,George Bailey (c),not_out,0,0,2,0,0,-,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,1,Robin Uthappa †,out,17,11,16,3,0,154.54,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,2,Gautam Gambhir (c),out,24,23,39,4,0,104.34,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,3,Manish Pandey,out,22,15,16,4,0,146.66,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,4,Suryakumar Yadav,out,9,9,16,1,0,100.00,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,5,Yusuf Pathan,out,29,19,29,1,3,152.63,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,6,Andre Russell,out,51,21,30,5,4,242.85,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,7,Johan Botha,out,2,4,15,0,0,50.00,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,8,Piyush Chawla,out,18,11,18,2,1,163.63,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,9,Brad Hogg,out,5,5,11,0,0,100.00,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,10,Umesh Yadav,not_out,0,0,4,0,0,-,ipl_502
Kings XI Punjab Vs Kolkata Knight Riders,Kolkata Knight Riders,11,Sunil Narine,not_out,0,1,1,0,0,0.00,ipl_502
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,1,Dwayne Smith,out,27,34,41,4,0,79.41,ipl_501
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,2,Brendon McCullum,out,23,11,20,3,1,209.09,ipl_501
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,3,Suresh Raina,out,10,10,16,1,0,100.00,ipl_501
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,4,Faf du Plessis,out,17,16,31,0,1,106.25,ipl_501
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,5,MS Dhoni (c)†,not_out,39,32,43,2,2,121.87,ipl_501
Chennai Super Kings Vs Mumbai Indians,Chennai Super Kings,6,Pawan Negi,out,36,17,25,4,1,211.76,ipl_501
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,1,Lendl Simmons,out,38,31,47,3,2,122.58,ipl_501
Chennai Super Kings Vs Mumbai Indians,Mumbai Indians,2,Parthiv Patel †,out,45,32,45,6,0,140.62,ipl_501
