Match,Team,Position,Name,Status,Runs,Balls,M,4s,6s,SR,id
Royal Challengers Bangalore Vs Punjab Kings,Royal Challengers Bangalore,6,Shahbaz Ahmed,not_out,5,3,5,0,0,166.66,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,1,Atharva Taide,out,4,2,5,1,0,200.00,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,2,Prabhsimran Singh,out,46,30,59,3,4,153.33,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,3,Matthew Short,out,8,7,9,0,1,114.28,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,4,Liam Livingstone,out,2,4,7,0,0,50.00,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,5,Harpreet Singh,out,13,9,12,1,1,144.44,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,6,Sam Curran (c),out,10,12,18,1,0,83.33,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,7,Jitesh Sharma †,out,41,27,48,2,3,151.85,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,8,M Shahrukh Khan,out,7,5,9,0,1,140.00,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,9,Harpreet Brar,out,13,13,22,1,0,100.00,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,10,Nathan Ellis,out,1,2,5,0,0,50.00,ipl_978
Royal Challengers Bangalore Vs Punjab Kings,Punjab Kings,11,Arshdeep Singh,not_out,0,0,3,0,0,-,ipl_978
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,1,KL Rahul (c),out,39,32,51,4,1,121.87,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,2,Kyle Mayers,out,51,42,69,4,3,121.42,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,3,Ayush Badoni,out,1,4,6,0,0,25.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,4,Deepak Hooda,out,2,4,7,0,0,50.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,5,Marcus Stoinis,out,21,16,31,2,0,131.25,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,6,Nicholas Pooran †,out,29,20,27,2,1,145.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,7,Krunal Pandya,not_out,4,2,4,1,0,200.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Lucknow Super Giants,8,Yudhvir Singh,out,1,1,2,0,0,100.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,out,44,35,60,4,2,125.71,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,out,40,41,73,4,1,97.56,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,3,Sanju Samson (c)†,out,2,4,8,0,0,50.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,4,Devdutt Padikkal,out,26,21,36,4,0,123.80,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,5,Shimron Hetmyer,out,2,5,12,0,0,40.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,6,Riyan Parag,not_out,15,12,24,1,1,125.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,7,Dhruv Jurel,out,0,1,2,0,0,0.00,ipl_977
Lucknow Super Giants Vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,not_out,3,2,3,0,0,150.00,ipl_977
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,1,Rohit Sharma (c),out,28,18,22,6,0,155.55,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,2,Ishan Kishan †,out,38,31,51,3,2,122.58,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,3,Cameron Green,not_out,64,40,75,6,2,160.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,4,Suryakumar Yadav,out,7,3,6,0,1,233.33,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,5,Tilak Varma,out,37,17,24,2,4,217.64,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Mumbai Indians,6,Tim David,out,16,11,19,2,0,145.45,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,1,Harry Brook,out,9,7,8,2,0,128.57,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,2,Mayank Agarwal,out,48,41,76,4,1,117.07,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,3,Rahul Tripathi,out,7,5,13,1,0,140.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,4,Aiden Markram (c),out,22,17,26,1,1,129.41,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,5,Abhishek Sharma,out,1,2,5,0,0,50.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,6,Heinrich Klaasen †,out,36,16,24,4,2,225.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,7,Abdul Samad,out,9,12,34,1,0,75.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,8,Marco Jansen,out,13,6,11,3,0,216.66,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,9,Washington Sundar,out,10,6,8,2,0,166.66,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,10,Bhuvneshwar Kumar,out,2,5,16,0,0,40.00,ipl_976
Mumbai Indians Vs Sunrisers Hyderabad,Sunrisers Hyderabad,11,Mayank Markande,not_out,2,2,4,0,0,100.00,ipl_976
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,1,Ruturaj Gaikwad,out,3,6,12,0,0,50.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,2,Devon Conway,out,83,45,73,6,6,184.44,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,3,Ajinkya Rahane,out,37,20,33,3,2,185.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,4,Shivam Dube,out,52,27,35,2,5,192.59,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,5,Ambati Rayudu,out,14,6,11,1,1,233.33,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,6,Moeen Ali,not_out,19,9,24,0,2,211.11,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,7,Ravindra Jadeja,out,10,8,17,0,1,125.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Chennai Super Kings,8,MS Dhoni (c)†,not_out,1,1,2,0,0,100.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,1,Virat Kohli,out,6,4,3,1,0,150.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,2,Faf du Plessis (c),out,62,33,64,5,4,187.87,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,3,Mahipal Lomror,out,0,5,7,0,0,0.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,4,Glenn Maxwell,out,76,36,46,3,8,211.11,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,5,Shahbaz Ahmed,out,12,10,29,0,1,120.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,6,Dinesh Karthik †,out,28,14,15,3,1,200.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,7,Suyash Prabhudessai,out,19,11,20,0,2,172.72,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,8,Wayne Parnell,out,2,5,7,0,0,40.00,ipl_975
Chennai Super Kings Vs Royal Challengers Bangalore,Royal Challengers Bangalore,9,Wanindu Hasaranga,not_out,2,2,10,0,0,100.00,ipl_975
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,1,Wriddhiman Saha †,out,4,3,4,1,0,133.33,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,2,Shubman Gill,out,45,34,70,4,1,132.35,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,3,Sai Sudharsan,out,20,19,23,2,0,105.26,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,4,Hardik Pandya (c),out,28,19,22,3,1,147.36,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,5,David Miller,out,46,30,43,3,2,153.33,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,6,Abhinav Manohar,out,27,13,17,0,3,207.69,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,7,Rahul Tewatia,not_out,1,1,10,0,0,100.00,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,8,Rashid Khan,out,1,1,4,0,0,100.00,ipl_974
Gujarat Titans Vs Rajasthan Royals,Gujarat Titans,9,Alzarri Joseph,not_out,0,0,2,0,0,-,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,1,Yashasvi Jaiswal,out,1,7,9,0,0,14.28,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,2,Jos Buttler,out,0,5,14,0,0,0.00,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,3,Devdutt Padikkal,out,26,25,38,2,2,104.00,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,4,Sanju Samson (c)†,out,60,32,61,3,6,187.50,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,5,Riyan Parag,out,5,7,10,0,0,71.42,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,6,Shimron Hetmyer,not_out,56,26,44,2,5,215.38,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,7,Dhruv Jurel,out,18,10,19,2,1,180.00,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,8,Ravichandran Ashwin,out,10,3,4,1,1,333.33,ipl_974
Gujarat Titans Vs Rajasthan Royals,Rajasthan Royals,9,Trent Boult,not_out,0,1,3,0,0,0.00,ipl_974
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,1,Rahmanullah Gurbaz †,out,8,12,39,0,0,66.66,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,2,Narayan Jagadeesan,out,0,5,12,0,0,0.00,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,3,Venkatesh Iyer,out,104,51,82,6,9,203.92,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,4,Nitish Rana (c),out,5,10,13,0,0,50.00,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,5,Shardul Thakur,out,13,11,23,1,0,118.18,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,6,Rinku Singh,out,18,18,32,2,0,100.00,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,7,Andre Russell,not_out,21,11,18,3,1,190.90,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Kolkata Knight Riders,8,Sunil Narine,not_out,2,2,9,0,0,100.00,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,1,Rohit Sharma,out,20,13,25,1,2,153.84,ipl_973
Kolkata Knight Riders Vs Mumbai Indians,Mumbai Indians,2,Ishan Kishan †,out,58,25,39,5,5,232.00,ipl_973
